Total Topk Error Scores,Predicted Values,Ground Values
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.1333896955166736,1.0,0.0
0.830875495726613,0.0,0.0
0.8308754957266131,0.0,0.0
1.1775063737371414,1.0,0.0
1.2054556469403874,1.0,0.0
2.1825368982555897,1.0,0.0
2.241900818276593,1.0,0.0
2.223180843280292,1.0,0.0
1.0496093846341026,0.0,0.0
4.969786032698784,1.0,0.0
8.494909992941283,1.0,0.0
9.974783638282451,1.0,0.0
10.46159256106986,1.0,0.0
5.540294584698678,1.0,0.0
2.268372135016178,1.0,0.0
0.8708201212170665,0.0,0.0
1.0831111552016612,1.0,0.0
0.9181642807925146,0.0,0.0
0.9580500213573359,0.0,0.0
0.9780029004728386,0.0,0.0
0.9266910856625328,0.0,0.0
0.8917162390435123,0.0,0.0
0.8938534379977844,0.0,0.0
1.3980252772496238,1.0,0.0
2.17539962959152,1.0,0.0
2.1802889104806527,1.0,0.0
2.3097159267757608,1.0,0.0
0.7858042518553416,0.0,0.0
0.808517766593351,0.0,0.0
0.8532377615261948,0.0,0.0
0.8513944878392826,0.0,0.0
1.0316578642259338,0.0,0.0
0.6308244157130323,0.0,0.0
0.5635308323664515,0.0,0.0
0.7035017283153223,0.0,0.0
0.9881625186221707,0.0,0.0
0.9269610847024599,0.0,0.0
0.9859140825835115,0.0,0.0
1.2401766359197437,1.0,0.0
1.4158792015616823,1.0,0.0
1.5055792672579131,1.0,0.0
1.4579855612270878,1.0,0.0
1.3359001059331854,1.0,0.0
2.2683857307750115,1.0,0.0
3.2179724358165425,1.0,0.0
3.135013945702463,1.0,0.0
2.7416843689786625,1.0,0.0
2.463470397465484,1.0,0.0
2.0802178992027676,1.0,0.0
2.117624531955331,1.0,0.0
2.164397701165377,1.0,0.0
0.9870959312324131,0.0,0.0
0.9398522085468511,0.0,0.0
1.019241503646494,0.0,0.0
0.9913176294140525,0.0,0.0
0.9921221759749081,0.0,0.0
0.993593785106623,0.0,0.0
1.1562394956998938,1.0,0.0
1.3142831483548134,1.0,0.0
2.979571297979666,1.0,0.0
3.1717699076324584,1.0,0.0
3.4314455887502318,1.0,0.0
2.7688734501496772,1.0,0.0
1.5734224059083515,1.0,0.0
1.57063487858667,1.0,0.0
1.5674855060191581,1.0,0.0
1.571107829246731,1.0,0.0
1.5690295128724037,1.0,0.0
2.150011289904749,1.0,0.0
3.345240971014944,1.0,0.0
3.9819411725802576,1.0,0.0
5.019405376624803,1.0,0.0
3.3613436439166553,1.0,0.0
4.058734846085034,1.0,0.0
5.140061586552553,1.0,0.0
4.5149788304601755,1.0,0.0
3.9472989584205376,1.0,0.0
3.927104831311481,1.0,0.0
2.4610995404354696,1.0,0.0
2.2400686789208093,1.0,0.0
2.3958436261974354,1.0,0.0
3.5847875904904907,1.0,0.0
3.313703468294447,1.0,0.0
3.4498148990706077,1.0,0.0
3.728159616705158,1.0,0.0
2.4970591607112405,1.0,0.0
1.4807406709904465,1.0,0.0
1.3959530153873094,1.0,0.0
1.266954952502289,1.0,0.0
1.459566710801868,1.0,0.0
1.0954561317298963,1.0,0.0
0.6837819447572206,0.0,0.0
0.7536370082522651,0.0,0.0
1.057435527667509,0.0,0.0
1.2181844709319913,1.0,0.0
1.1950509681181716,1.0,0.0
1.114136092586235,1.0,0.0
1.1033765051378412,1.0,0.0
0.9481166690450442,0.0,0.0
0.9600990085208125,0.0,0.0
0.9819776447971611,0.0,0.0
0.9947205354338615,0.0,0.0
1.0555749798084906,0.0,0.0
1.1639540822167793,1.0,0.0
1.0033494472229862,0.0,0.0
1.0229533989519448,0.0,0.0
1.0387309485574854,0.0,0.0
1.040861328080344,0.0,0.0
1.0064451204228482,0.0,0.0
2.133707750853972,1.0,0.0
3.387954303825709,1.0,0.0
4.010470682125209,1.0,0.0
4.268209177468434,1.0,0.0
2.474945148539367,1.0,0.0
1.1722149961609423,1.0,0.0
0.9322422992989811,0.0,0.0
0.9291178612174598,0.0,0.0
2.129852718969171,1.0,0.0
3.103397775559768,1.0,0.0
3.167967942426994,1.0,0.0
3.1677455674755106,1.0,0.0
1.5619264259053942,1.0,0.0
0.7872247439547119,0.0,0.0
0.6209292964271126,0.0,0.0
0.6226452384734869,0.0,0.0
0.624336138082612,0.0,0.0
0.6260017056737658,0.0,0.0
0.6276420923325424,0.0,0.0
0.6292566055833014,0.0,0.0
0.748148839915191,0.0,0.0
0.8680252876034351,0.0,0.0
1.1109135951843059,1.0,0.0
2.050556414016053,1.0,0.0
3.4331991399182233,1.0,0.0
3.998262538917957,1.0,0.0
5.096127284359817,1.0,0.0
3.4407731303088886,1.0,0.0
2.100477307513676,1.0,0.0
1.5172237592484938,1.0,0.0
1.2793962895348654,1.0,0.0
1.5359413555767385,1.0,0.0
2.209018049489879,1.0,0.0
2.9465455045962154,1.0,0.0
3.0762911669973683,1.0,0.0
3.34502170680136,1.0,0.0
3.175117350389759,1.0,0.0
3.9172312698445193,1.0,0.0
3.6545791832430434,1.0,0.0
3.5053456135818593,1.0,0.0
1.6013941861890855,1.0,0.0
0.9654887904369913,0.0,0.0
0.9396261129151139,0.0,0.0
0.8848604650890798,0.0,0.0
1.259809069535041,1.0,0.0
1.1327643435048687,1.0,0.0
2.1736871445955313,1.0,0.0
3.35236752884794,1.0,0.0
3.9819410393988184,1.0,0.0
4.426601587132798,1.0,0.0
2.6705647384800475,1.0,0.0
1.403965806802496,1.0,0.0
0.8204558924478024,0.0,0.0
1.0083622081517267,0.0,0.0
2.125770593704758,1.0,0.0
3.3851078074145304,1.0,0.0
4.602105300302098,1.0,0.0
4.5444710705766544,1.0,0.0
2.418385483742468,1.0,0.0
1.055248026252214,0.0,0.0
0.7780314794648716,0.0,0.0
0.7658678170981185,0.0,0.0
0.7528650397207669,0.0,0.0
0.6865990276874494,0.0,0.0
0.6863150182464007,0.0,0.0
0.68599261417871,0.0,0.0
0.6856315510845872,0.0,0.0
0.6852317597164683,0.0,0.0
0.6850228083396028,0.0,0.0
0.6845184783307203,0.0,0.0
0.683901318859089,0.0,0.0
0.6832021199097729,0.0,0.0
2.1464041277040624,1.0,0.0
3.3914044546226383,1.0,0.0
4.015037502211364,1.0,0.0
5.046826978316632,1.0,0.0
3.387763797290014,1.0,0.0
2.076075718622274,1.0,0.0
1.4580012076801574,1.0,0.0
1.2368177618159266,1.0,0.0
1.1139509374582257,1.0,0.0
1.2915988430971845,1.0,0.0
1.2352527290534425,1.0,0.0
1.113531584734191,1.0,0.0
1.103649563856375,1.0,0.0
1.0125509323282456,0.0,0.0
1.0247834017224091,0.0,0.0
1.2163118012266303,1.0,0.0
2.4138260254817427,1.0,0.0
2.326043554132853,1.0,0.0
2.288353774306148,1.0,0.0
1.0751603712635052,1.0,0.0
1.2383856696620446,1.0,0.0
1.216162726440306,1.0,0.0
2.3165426221963736,1.0,0.0
2.305244156449553,1.0,0.0
2.339686546187798,1.0,0.0
1.0632602217242204,0.0,0.0
0.830875495726613,0.0,0.0
0.8325203924761603,0.0,0.0
0.830875495726613,0.0,0.0
0.8308754957266131,0.0,0.0
1.0393890983152907,0.0,0.0
0.7701123395463664,0.0,0.0
0.6355003216375601,0.0,0.0
0.633871851855031,0.0,0.0
0.6321360861196428,0.0,0.0
0.6302926970792748,0.0,0.0
1.0205919828375585,0.0,0.0
1.0920339283758924,1.0,0.0
1.2393021140091387,1.0,0.0
2.0862633356877036,1.0,0.0
2.343969476495856,1.0,0.0
2.537373310843273,1.0,0.0
1.0925164344837446,1.0,0.0
1.1532795417954618,1.0,0.0
2.0498944333997113,1.0,0.0
1.3509390660023386,1.0,0.0
1.2210633148551617,1.0,0.0
1.207909098229601,1.0,0.0
1.0509021451152947,0.0,0.0
1.7288940702582212,1.0,0.0
3.108733871513556,1.0,0.0
5.234213844067206,1.0,0.0
6.821083279550887,1.0,0.0
