Total Topk Error Scores,Predicted Values,Ground Values
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.489798323159778,1.0,0.0
1.4795385908396603,1.0,0.0
1.470433793321268,1.0,0.0
1.4629027328410091,1.0,0.0
1.4506758292232247,1.0,0.0
1.4349951908629013,1.0,0.0
1.5638365585685952,1.0,0.0
1.9702620718430852,1.0,0.0
2.0595570308862374,1.0,0.0
4.67442995074699,1.0,0.0
7.090575070814548,1.0,0.0
7.528713889989018,1.0,0.0
7.078226520865707,1.0,0.0
3.228803732707768,1.0,0.0
1.8214447978664536,1.0,0.0
1.6231472979644548,1.0,0.0
1.314164802130746,1.0,0.0
1.1497303788533033,1.0,0.0
1.1216647000536566,1.0,0.0
1.0667384177599504,1.0,0.0
1.1365377286602534,1.0,0.0
1.5438463211351225,1.0,0.0
1.8988577895523906,1.0,0.0
1.965637145545938,1.0,0.0
2.1872503640479692,1.0,0.0
2.360568308913416,1.0,0.0
2.4610470291088613,1.0,0.0
0.7335241311290507,0.0,0.0
1.1612032616519388,1.0,0.0
1.0487703424471355,1.0,0.0
0.9482758807567273,0.0,0.0
0.8168752320754309,0.0,0.0
0.6256810858572011,0.0,0.0
0.616034336105571,0.0,0.0
0.6021349909578124,0.0,0.0
0.5877098368348274,0.0,0.0
1.0972804901012325,1.0,0.0
1.5171566906907656,1.0,0.0
1.7361848712751848,1.0,0.0
1.8600676112962489,1.0,0.0
1.8392496034218844,1.0,0.0
1.7559941985627634,1.0,0.0
1.5842978156395104,1.0,0.0
1.5153894376484192,1.0,0.0
2.272129768568906,1.0,0.0
2.685646952662703,1.0,0.0
2.4811569118326755,1.0,0.0
2.3029367308123216,1.0,0.0
2.0420919698167896,1.0,0.0
2.223085621533259,1.0,0.0
2.442095747874872,1.0,0.0
1.1266187670773262,1.0,0.0
1.3296533294500525,1.0,0.0
1.1580873139365804,1.0,0.0
0.9446817973900001,0.0,0.0
0.8516696218632935,0.0,0.0
1.1144838372824761,1.0,0.0
1.39571044302159,1.0,0.0
1.4027539837028882,1.0,0.0
1.1035959046643347,1.0,0.0
1.088064968852019,1.0,0.0
0.8448948452307515,0.0,0.0
0.7896944637037799,0.0,0.0
0.9138449497140356,0.0,0.0
0.7335241311290507,0.0,0.0
0.7348373685645582,0.0,0.0
0.7357768030775114,0.0,0.0
0.7402021098604786,0.0,0.0
2.1974688353202803,1.0,0.0
6.439630571898368,1.0,0.0
8.529468586882167,1.0,0.0
8.548127119736575,1.0,0.0
8.171360057175486,1.0,0.0
4.000223165358335,1.0,0.0
5.098157187870694,1.0,0.0
5.21270626897898,1.0,0.0
4.266342084848001,1.0,0.0
2.10783146345218,1.0,0.0
2.6689444972270646,1.0,0.0
1.6833620556063236,1.0,0.0
1.9456176003091796,1.0,0.0
2.805290918311257,1.0,0.0
2.191728914650927,1.0,0.0
2.0347968578713074,1.0,0.0
2.282266408173966,1.0,0.0
1.5188170973666826,1.0,0.0
0.934709230470436,0.0,0.0
1.6155690781707301,1.0,0.0
1.6790736530339125,1.0,0.0
1.6863664344628593,1.0,0.0
0.99591032944759,1.0,0.0
0.9223042279128862,0.0,0.0
0.9254225075127757,0.0,0.0
0.9451054740694154,0.0,0.0
0.9532273547658136,0.0,0.0
0.9830841979568341,1.0,0.0
0.9719940623697803,1.0,0.0
0.821851960737146,0.0,0.0
0.7918321847012827,0.0,0.0
0.7703836430782078,0.0,0.0
0.7569151497570032,0.0,0.0
0.7435845486006517,0.0,0.0
0.7389264590020655,0.0,0.0
0.7470041473569385,0.0,0.0
0.7574136998676351,0.0,0.0
0.7900607744496947,0.0,0.0
0.8328198923009515,0.0,0.0
0.8500843135527285,0.0,0.0
0.8394241434359874,0.0,0.0
2.1594902317908655,1.0,0.0
3.3457322738589594,1.0,0.0
3.662768422577255,1.0,0.0
3.577093202023551,1.0,0.0
2.265187723469245,1.0,0.0
0.9539696992329836,0.0,0.0
0.6301435034605871,0.0,0.0
0.7705013187108334,0.0,0.0
2.066034614502568,1.0,0.0
3.168238122731612,1.0,0.0
3.652708619241248,1.0,0.0
3.5026135547641757,1.0,0.0
1.7246468249056053,1.0,0.0
0.9368017875528223,0.0,0.0
0.5788618321677,0.0,0.0
0.5767016234482175,0.0,0.0
0.5757584761643565,0.0,0.0
0.6032280135271646,0.0,0.0
0.5941838559896577,0.0,0.0
0.6900864986428359,0.0,0.0
0.8048678491891089,0.0,0.0
0.8936185211581277,0.0,0.0
0.8557825094782576,0.0,0.0
2.137405960625602,1.0,0.0
3.3445392062563655,1.0,0.0
3.41957717465562,1.0,0.0
4.153017847625281,1.0,0.0
2.931089289255376,1.0,0.0
1.6343452605105881,1.0,0.0
2.0910172768052124,1.0,0.0
2.686511882340003,1.0,0.0
2.9966713326037593,1.0,0.0
3.085670304530417,1.0,0.0
3.174142727981909,1.0,0.0
3.2376440001887743,1.0,0.0
6.2326353904462675,1.0,0.0
7.997680058871632,1.0,0.0
8.094029396573532,1.0,0.0
8.887371375228568,1.0,0.0
3.014122164461724,1.0,0.0
2.0611148162637436,1.0,0.0
2.3349249887923262,1.0,0.0
1.724964042919554,1.0,0.0
6.923467220666544,1.0,0.0
8.579686527039033,1.0,0.0
8.518952142436317,1.0,0.0
8.14138381220468,1.0,0.0
3.3212701077607463,1.0,0.0
3.98868060402005,1.0,0.0
4.549461166292747,1.0,0.0
3.018143709364133,1.0,0.0
1.7148315645573318,1.0,0.0
1.318491825269404,1.0,0.0
1.4732392034682928,1.0,0.0
2.0492686918924075,1.0,0.0
3.4233512513627042,1.0,0.0
4.738970402866841,1.0,0.0
4.812236413864809,1.0,0.0
2.437252474496968,1.0,0.0
0.989783968055864,1.0,0.0
0.974774889228812,1.0,0.0
0.9562170610549254,0.0,0.0
0.9428338389275863,0.0,0.0
0.9239157854820755,0.0,0.0
0.9032810118560451,0.0,0.0
0.8820719994807543,0.0,0.0
0.8547410024316227,0.0,0.0
0.8365535467201104,0.0,0.0
0.8212566566645135,0.0,0.0
0.8080869867788671,0.0,0.0
0.8020678577203554,0.0,0.0
0.7940105270289269,0.0,0.0
2.0796977543970447,1.0,0.0
3.379286118044415,1.0,0.0
3.9165757349067154,1.0,0.0
4.94132898840828,1.0,0.0
3.5582519369630887,1.0,0.0
2.1604520807700998,1.0,0.0
1.6129336816212623,1.0,0.0
1.7297972453800825,1.0,0.0
1.905998029119489,1.0,0.0
1.9063941101685467,1.0,0.0
1.7881304808615959,1.0,0.0
1.5940035243257478,1.0,0.0
1.266684694246342,1.0,0.0
1.7892606666845923,1.0,0.0
1.8895632644677987,1.0,0.0
1.890392377684931,1.0,0.0
1.6546022095920803,1.0,0.0
1.261417235784286,1.0,0.0
1.2187894736836353,1.0,0.0
1.070205784374397,1.0,0.0
0.9174905119496601,0.0,0.0
0.7888793111528749,0.0,0.0
1.2780410417761419,1.0,0.0
1.2485545294663407,1.0,0.0
1.2390229599024292,1.0,0.0
0.7335241311290507,0.0,0.0
0.7335241311290507,0.0,0.0
0.7335241311290507,0.0,0.0
0.7335241311290507,0.0,0.0
0.7335241311290507,0.0,0.0
0.9552803641363695,0.0,0.0
0.9698126671136689,0.0,0.0
0.9979938537444948,1.0,0.0
0.9953768657614475,1.0,0.0
0.19632755120515819,0.0,0.0
0.1951685300874552,0.0,0.0
0.5326644462828632,0.0,0.0
0.5118881725788159,0.0,0.0
0.5702822512046238,0.0,0.0
0.8848741017895958,0.0,0.0
0.8750349812882349,0.0,0.0
6.436772859275483,1.0,0.0
8.004691925909306,1.0,0.0
7.994801423398548,1.0,0.0
14.454387744863604,1.0,0.0
9.570932805600156,1.0,0.0
8.006171152045297,1.0,0.0
7.9432602098317,1.0,0.0
1.6532234582372898,1.0,0.0
26.83127298951149,1.0,0.0
45.574644953012466,1.0,0.0
75.69183707237244,1.0,0.0
93.24516505002975,1.0,0.0
